,Make,Ex-Showroom_Price,Displacement,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Type
0,Tata Nano Genx Xt,"Rs. 2,92,667",624 cc,24 litres,Petrol,?23.6 km/litre,Manual
1,Tata Nano Genx Xe,"Rs. 2,36,447",624 cc,24 litres,Petrol,?23.6 km/litre,Manual
2,Tata Nano Genx Emax Xm,"Rs. 2,96,661",624 cc,15 litres,CNG,,Manual
3,Tata Nano Genx Xta,"Rs. 3,34,768",624 cc,24 litres,Petrol,?23.6 km/litre,Automatic
4,Tata Nano Genx Xm,"Rs. 2,72,223",624 cc,24 litres,Petrol,?23.6 km/litre,Manual
5,Tata Nano Genx Xma,"Rs. 3,14,815",624 cc,24 litres,Petrol,?23.6 km/litre,Automatic
6,Datsun Redi-Go D,"Rs. 2,79,650",799 cc,28 litres,Petrol,21.38 km/litre,Manual
7,Datsun Redi-Go T,"Rs. 3,51,832",799 cc,28 litres,Petrol,21.38 km/litre,Manual
8,Datsun Redi-Go A,"Rs. 3,33,419",799 cc,28 litres,Petrol,21.38 km/litre,Manual
9,Datsun Redi-Go S,"Rs. 3,62,000",799 cc,28 litres,Petrol,21.38 km/litre,Manual
10,Datsun Redi-Go 1.0 S,"Rs. 3,90,000",999 cc,28 litres,Petrol,,Manual
11,Datsun Redi-Go 1.0 S Amt,"Rs. 4,37,065",999 cc,28 litres,Petrol,,Automatic
12,Renault Kwid Rxe 0.8,"Rs. 3,53,290",799 cc,28 litres,Petrol,25.17 km/litre,Manual
13,Renault Kwid Std 0.8,"Rs. 2,83,290",799 cc,28 litres,Petrol,25.17 km/litre,Manual
14,Renault Kwid Rxl 0.8,"Rs. 3,83,290",799 cc,28 litres,Petrol,25.17 km/litre,Manual
15,Renault Kwid Rxt 0.8,"Rs. 4,13,290",799 cc,28 litres,Petrol,25.17 km/litre,Manual
16,Renault Kwid Rxt 1.0,"Rs. 4,33,290",999 cc,28 litres,Petrol,25.17 km/litre,Manual
17,Renault Kwid Climber 1.0 Mt,"Rs. 4,54,490",999 cc,28 litres,Petrol,25.17 km/litre,Manual
18,Renault Kwid Rxt Amt 1.0,"Rs. 4,63,290",999 cc,28 litres,Petrol,25.17 km/litre,Automatic
19,Renault Kwid Climber Amt 1.0,"Rs. 4,84,490",999 cc,28 litres,Petrol,25.17 km/litre,Automatic
20,Renault Kwid Rxt (O) 1.0,"Rs. 4,40,990",999 cc,28 litres,Petrol,25.17 km/litre,Manual
21,Renault Kwid Rxt (O) Amt 1.0,"Rs. 4,70,990",999 cc,28 litres,Petrol,25.17 km/litre,Automatic
22,Renault Kwid Climber (O) Mt 1.0,"Rs. 4,62,190",999 cc,28 litres,Petrol,25.17 km/litre,Manual
23,Renault Kwid Climber (O) Amt 1.0,"Rs. 4,92,190",999 cc,28 litres,Petrol,25.17 km/litre,Automatic
24,Maruti Suzuki Eeco 5 Str,"Rs. 3,52,136",1196 cc,40 litres,Petrol,12 km/litre,Manual
25,Maruti Suzuki Eeco 7 Str,"Rs. 3,80,573",1196 cc,40 litres,Petrol,12 km/litre,Manual
26,Maruti Suzuki Eeco 5 Str With Ac+Htr,"Rs. 3,92,967",1196 cc,40 litres,Petrol,11 km/litre,Manual
27,Maruti Suzuki Eeco 5 Str With Ac+Htr Cng,"Rs. 4,66,057",1196 cc,40 litres,CNG,,Manual
28,Maruti Suzuki Eeco 5 Str With Htr Cng,"Rs. 4,25,255",1196 cc,40 litres,CNG,,Manual
29,Maruti Suzuki Alto K10 Lxi,"Rs. 3,77,588",998 cc,35 litres,Petrol,14 km/litre,Manual
30,Maruti Suzuki Alto K10 Vxi,"Rs. 3,94,036",998 cc,35 litres,Petrol,14 km/litre,Manual
31,Maruti Suzuki Alto K10 Lx,"Rs. 3,60,843",998 cc,35 litres,Petrol,19 km/litre,Manual
32,Maruti Suzuki Alto K10 Vxi (O),"Rs. 4,07,238",998 cc,35 litres,Petrol,14 km/litre,Manual
33,Maruti Suzuki Alto K10 Lxi Cng (O),"Rs. 4,39,777",998 cc,35 litres,CNG,,Manual
34,Maruti Suzuki Alto K10 Vxi Amt (O),"Rs. 4,38,559",998 cc,35 litres,Petrol,14 km/litre,Automatic
35,Datsun Go D,"Rs. 3,74,990",1198 cc,35 litres,Petrol,,Manual
36,Datsun Go T,"Rs. 4,68,229",1198 cc,35 litres,Petrol,,Manual
37,Datsun Go T (O),"Rs. 5,02,492",1198 cc,35 litres,Petrol,20.6 km/litre,Manual
38,Datsun Go A (O),"Rs. 4,99,990",1198 cc,35 litres,Petrol,20.6 km/litre,Manual
39,Datsun Go A,"Rs. 4,69,990",1198 cc,35 litres,Petrol,20.6 km/litre,Manual
40,Datsun Go T Vdc,"Rs. 5,28,464",1198 cc,35 litres,Petrol,,Manual
41,Datsun Go T (O) Vdc,"Rs. 5,53,015",1198 cc,35 litres,Petrol,20.6 km/litre,Manual
42,Datsun Go T Cvt,"Rs. 5,94,464",1198 cc,35 litres,Petrol,,Manual
43,Datsun Go T (O) Cvt,"Rs. 6,18,015",1198 cc,35 litres,Petrol,20.6 km/litre,Manual
44,Maruti Suzuki Celerio Tour H2,"Rs. 4,22,444",998 cc,35 litres,Petrol,23 km/litre,Manual
45,Maruti Suzuki Celerio Tour H2 Cng,"Rs. 4,80,670",998 cc,60 litres,CNG,,Manual
46,Hyundai Santro Era Mt,"Rs. 4,29,990",1086 cc,35 litres,Petrol,,Manual
47,Hyundai Santro Magna Mt,"Rs. 5,03,990",1086 cc,35 litres,Petrol,,Manual
48,Hyundai Santro Magna Mt Cng,"Rs. 5,47,990",1086 cc,35 litres,CNG,,Manual
49,Hyundai Santro Magna Amt,"Rs. 5,30,990",1086 cc,35 litres,Petrol,,AMT
50,Hyundai Santro Sportz Mt,"Rs. 5,12,990",1086 cc,35 litres,Petrol,,Manual
51,Hyundai Santro Sportz Mt Cng,"Rs. 5,78,990",1086 cc,60 litres,CNG,,Manual
52,Hyundai Santro Sportz Amt,"Rs. 5,70,990",1086 cc,35 litres,Petrol,,AMT
53,Hyundai Santro Asta Mt,"Rs. 5,56,490",1086 cc,35 litres,Petrol,,Manual
54,Tata Tiago Revotron Xe,"Rs. 4,60,000",1199 cc,35 litres,Petrol,,Manual
55,Tata Tiago Revotron Xt,"Rs. 5,20,000",1199 cc,35 litres,Petrol,23.84 km/litre,Manual
56,Tata Tiago Revotron Xz,"Rs. 5,70,000",1199 cc,35 litres,Petrol,23.84 km/litre,Manual
57,Tata Tiago Revotron Xz Plus,"Rs. 5,99,000",1199 cc,35 litres,Petrol,23.84 km/litre,Manual
58,Tata Tiago Revotron Xz Plus Dual Tone,"Rs. 6,10,000",1199 cc,35 litres,Petrol,23.84 km/litre,Manual
59,Tata Tiago Revotron Xza,"Rs. 6,20,000",1199 cc,35 litres,Petrol,23.84 km/litre,AMT
60,Tata Tiago Revotron Xza Plus,"Rs. 6,49,000",1199 cc,35 litres,Petrol,23.84 km/litre,AMT
61,Tata Tiago Revotron Xza Plus Dual Tone,"Rs. 6,60,000",1199 cc,35 litres,Petrol,23.84 km/litre,AMT
62,Maruti Suzuki Celerio X Vxi (O),"Rs. 4,81,074",998 cc,35 litres,Petrol,23 km/litre,Manual
63,Maruti Suzuki Celerio X Vxi,"Rs. 4,75,198",998 cc,35 litres,Petrol,23 km/litre,Manual
64,Maruti Suzuki Celerio X Vxi Amt,"Rs. 5,18,198",998 cc,35 litres,Petrol,23 km/litre,Automatic
65,Maruti Suzuki Celerio X Vxi Amt (O),"Rs. 5,24,074",998 cc,35 litres,Petrol,23 km/litre,Automatic
66,Maruti Suzuki Celerio X Zxi,"Rs. 4,99,734",998 cc,35 litres,Petrol,23 km/litre,Manual
67,Maruti Suzuki Celerio X Zxi (O),"Rs. 5,40,350",998 cc,35 litres,Petrol,23 km/litre,Manual
68,Maruti Suzuki Celerio X Zxi Amt,"Rs. 5,42,735",998 cc,35 litres,Petrol,23 km/litre,Automatic
69,Maruti Suzuki Celerio X Zxi Amt (O),"Rs. 5,52,350",998 cc,35 litres,Petrol,23 km/litre,Automatic
70,Maruti Suzuki Ignis Alpha 1.2 Amt,"Rs. 7,13,898",1197 cc,32 litres,Petrol,20.89 km/litre,AMT
71,Maruti Suzuki Ignis Alpha 1.2 Mt,"Rs. 6,66,898",1197 cc,32 litres,Petrol,20.89 km/litre,Manual
72,Maruti Suzuki Ignis Delta 1.2 Amt,"Rs. 6,07,841",1197 cc,32 litres,Petrol,20.89 km/litre,AMT
73,Maruti Suzuki Ignis Delta 1.2 Mt,"Rs. 5,60,841",1197 cc,32 litres,Petrol,20.89 km/litre,Manual
74,Maruti Suzuki Ignis Sigma 1.2 Mt,"Rs. 4,83,320",1197 cc,32 litres,Petrol,20.89 km/litre,Manual
75,Maruti Suzuki Ignis Zeta 1.2 Amt,"Rs. 6,30,320",1197 cc,32 litres,Petrol,15.1 km/litre,AMT
76,Maruti Suzuki Ignis Zeta 1.2 Mt,"Rs. 5,83,320",1197 cc,32 litres,Petrol,20.89 km/litre,Manual
77,Renault Triber Rxe,"Rs. 4,95,000",999 cc,40 litres,Petrol,,Manual
78,Renault Triber Rxl,"Rs. 5,59,000",999 cc,40 litres,Petrol,,Manual
79,Renault Triber Rxt,"Rs. 6,09,000",999 cc,40 litres,Petrol,,Manual
80,Renault Triber Rxz,"Rs. 6,63,000",999 cc,40 litres,Petrol,,Manual
81,Premier Rio Gx,"Rs. 5,06,000",1173 cc,46 litres,Petrol,13 km/litre,Manual
82,Premier Rio Ex,"Rs. 5,68,623",1489 cc,46 litres,Diesel,12 km/litre,Manual
83,Premier Rio Glx,"Rs. 6,70,000",1173 cc,46 litres,Petrol,13 km/litre,Manual
84,Premier Rio Dx,"Rs. 6,03,000",1489 cc,46 litres,Diesel,12 km/litre,Manual
85,Premier Rio Lx,"Rs. 7,39,000",1489 cc,46 litres,Diesel,12 km/litre,Manual
86,Premier Rio Crdi4,"Rs. 7,39,000",1248 cc,46 litres,Diesel,20 km/litre,Manual
87,Toyota Etios Liva G,"Rs. 5,20,300",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
88,Toyota Etios Liva V,"Rs. 5,81,000",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
89,Toyota Etios Liva Gd,"Rs. 6,47,800",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
90,Toyota Etios Liva Vx,"Rs. 6,30,000",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
91,Toyota Etios Liva Vxd,"Rs. 7,45,000",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
92,Toyota Etios Liva Vd,"Rs. 7,04,000",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
93,Toyota Etios Liva Dual Tone V,"Rs. 5,97,700",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
94,Toyota Etios Liva Dual Tone Vd,"Rs. 7,20,700",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
95,Toyota Etios Liva Dual Tone Vx,"Rs. 6,41,700",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
96,Toyota Etios Liva Dual Tone Vxd,"Rs. 7,56,700",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
97,Toyota Etios Liva Gx,"Rs. 5,58,400",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
98,Toyota Etios Liva Gxd,"Rs. 6,86,000",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
99,Toyota Etios Liva Vx Dual Tone Limited Edition,"Rs. 6,62,700",1197 cc,45 litres,Petrol,15.1 km/litre,Manual
100,Toyota Etios Liva Vxd Dual Tone Limited Edition,"Rs. 7,77,700",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
101,Nissan Micra Active Xl,"Rs. 5,25,021",1198 cc,41 litres,Petrol,,Manual
102,Nissan Micra Active Xv,"Rs. 5,99,950",1198 cc,41 litres,Petrol,19.49 km/litre,Manual
103,Nissan Micra Active Xl (O),"Rs. 5,63,133",1198 cc,41 litres,Petrol,,Manual
104,Tata Bolt Xt Diesel,"Rs. 7,87,980",1248 cc,44 litres,Diesel,"22,95 km/litre",Manual
105,Tata Bolt Xe Diesel,"Rs. 6,61,111",1248 cc,44 litres,Diesel,"22,95 km/litre",Manual
106,Tata Bolt Xm Diesel,"Rs. 6,93,798",1248 cc,44 litres,Diesel,"22,95 km/litre",Manual
107,Tata Bolt Xms Diesel,"Rs. 7,19,661",1248 cc,44 litres,Diesel,"22,95 km/litre",Manual
108,Tata Bolt Xt Petrol,"Rs. 6,74,960",1193 cc,44 litres,Petrol,"17,57 km/litre",Manual
109,Tata Bolt Xe Petrol,"Rs. 5,29,035",1193 cc,44 litres,Petrol,"17,57 km/litre",Manual
110,Tata Bolt Xm Petrol,"Rs. 5,90,268",1193 cc,44 litres,Petrol,"17,57 km/litre",Manual
111,Tata Bolt Xms Petrol,"Rs. 6,14,515",1193 cc,44 litres,Petrol,"17,57 km/litre",Manual
112,Hyundai Xcent Prime Cng T + (Cng +,"Rs. 5,56,130",1197 cc,43 litres,CNG + Petrol,,Manual
113,Hyundai Xcent Prime T,"Rs. 5,36,859",1197 cc,43 litres,Petrol,,Manual
114,Hyundai Xcent Prime T+,"Rs. 5,56,130",1197 cc,43 litres,Petrol,,Manual
115,Hyundai Xcent Prime Cng T (Cng +,"Rs. 5,36,859",1197 cc,43 litres,CNG + Petrol,,Manual
116,Hyundai Xcent Prime T+ Crdi,"Rs. 6,39,616",1197 cc,43 litres,Diesel,,Manual
117,Hyundai Xcent Prime T Crdi,"Rs. 6,20,297",1197 cc,43 litres,Diesel,,Manual
118,Maruti Suzuki Dzire Tour Ldi,"Rs. 6,53,523",1248 cc,42 litres,Diesel,14.6 km/litre,Manual
119,Maruti Suzuki Dzire Tour Lxi,"Rs. 5,53,423",1197 cc,42 litres,Petrol,16.3 km/litre,Manual
120,Maruti Suzuki Dzire Tour Lxi Cng,"Rs. 5,98,940",1197 cc,42 litres,CNG,,Manual
121,Hyundai Elite I20 Era 1.2,"Rs. 5,59,693",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
122,Hyundai Elite I20 Era 1.4 Crdi,"Rs. 6,97,803",1396 cc,45 litres,Diesel,18.4 km/litre,Manual
123,Hyundai Elite I20 Magna Plus,"Rs. 6,34,950",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
124,Hyundai Elite I20 Magna Plus Crdi,"Rs. 7,70,803",1396 cc,45 litres,Diesel,18.4 km/litre,Manual
125,Hyundai Elite I20 Sportz Plus,"Rs. 7,21,693",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
126,Hyundai Elite I20 Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,45 litres,Diesel,18.4 km/litre,Manual
127,Hyundai Elite I20 Asta (O) 1.2,"Rs. 8,08,993",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
128,Hyundai Elite I20 Asta (O) Crdi,"Rs. 9,34,003",1396 cc,45 litres,Diesel,18.4 km/litre,Manual
129,Hyundai Elite I20 Asta (O) Cvt,"Rs. 9,20,993",1197 cc,45 litres,Petrol,13.3 km/litre,Automatic
130,Hyundai Elite I20 Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
131,Hyundai Elite I20 Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,45 litres,Petrol,13.3 km/litre,Manual
132,Hyundai Elite I20 Sportz Plus Crdi,"Rs. 8,46,103",1396 cc,45 litres,Diesel,18.4 km/litre,Manual
133,Hyundai Aura E 1.2 Petrol,"Rs. 5,79,900",1197 cc,37 litres,Petrol,,Manual
134,Hyundai Aura S 1.2 Petrol,"Rs. 6,55,900",1197 cc,37 litres,Petrol,,Manual
135,Hyundai Aura S 1.2 Amt Petrol,"Rs. 7,05,800",1197 cc,37 litres,Petrol,,Automatic
136,Hyundai Aura Sx 1.2 Petrol,"Rs. 7,29,900",1197 cc,37 litres,Petrol,,Manual
137,Hyundai Aura Sx Plus 1.2 Amt Petrol,"Rs. 8,04,800",1197 cc,37 litres,Petrol,,Automatic
138,Hyundai Aura Sx (O) 1.2 Petrol,"Rs. 7,85,900",1197 cc,37 litres,Petrol,,Manual
139,Hyundai Aura S 1.2 Cng Petrol (Cng +,"Rs. 7,28,900",1197 cc,37 litres,CNG + Petrol,,Manual
140,Hyundai Aura Sx Plus 1.0 Petrol,"Rs. 8,54,900",998 cc,37 litres,Petrol,,Manual
141,Hyundai Aura S 1.2 Diesel,"Rs. 7,73,800",1186 cc,37 litres,Diesel,,Manual
142,Hyundai Aura S 1.2 Amt Diesel,"Rs. 8,23,700",1186 cc,37 litres,Diesel,,Automatic
143,Hyundai Aura Sx Plus 1.2 Amt Diesel,"Rs. 9,22,700",1186 cc,37 litres,Diesel,,Automatic
144,Hyundai Aura Sx (O) 1.2 Diesel,"Rs. 9,03,800",1186 cc,37 litres,Diesel,,Manual
145,Volkswagen Polo Trendline 1.0L (P),"Rs. 5,82,000",999 cc,45 litres,Petrol,14 km/litre,Manual
146,Volkswagen Polo Comfortline 1.0 (P),"Rs. 6,76,500",999 cc,45 litres,Petrol,14 km/litre,Manual
147,Volkswagen Polo Highline Plus 1.0 (P),"Rs. 7,76,500",999 cc,45 litres,Petrol,14 km/litre,Manual
148,Volkswagen Polo Trendline 1.5L (D),"Rs. 7,34,500",1498 cc,45 litres,Diesel,19 km/litre,Manual
149,Volkswagen Polo Comfortline 1.5 (D),"Rs. 8,51,500",1498 cc,45 litres,Diesel,19 km/litre,Manual
150,Volkswagen Polo Highline Plus 1.5 (D),"Rs. 9,31,500",1498 cc,45 litres,Diesel,19 km/litre,Manual
151,Volkswagen Polo Gt Tsi,"Rs. 9,76,000",1197 cc,45 litres,Petrol,17 km/litre,Automatic
152,Volkswagen Polo Gt Tdi,"Rs. 9,88,500",1498 cc,45 litres,Diesel,19 km/litre,Manual
153,Maruti Suzuki Dzire Lxi,"Rs. 5,82,613",1197 cc,37 litres,Petrol,16.3 km/litre,Manual
154,Maruti Suzuki Dzire Vxi,"Rs. 6,73,112",1197 cc,37 litres,Petrol,16.3 km/litre,Manual
155,Maruti Suzuki Dzire Ldi,"Rs. 6,66,622",1248 cc,37 litres,Diesel,"28,4 km/litre",Manual
156,Maruti Suzuki Dzire Zxi,"Rs. 7,32,113",1197 cc,37 litres,Petrol,16.3 km/litre,Manual
157,Maruti Suzuki Dzire Vdi,"Rs. 7,57,622",1248 cc,37 litres,Diesel,28.4 km/litre,Manual
158,Maruti Suzuki Dzire Vxi Amt,"Rs. 7,20,112",1197 cc,37 litres,Petrol,16.3 km/litre,Automatic
159,Maruti Suzuki Dzire Zdi Amt,"Rs. 8,63,122",1248 cc,37 litres,Diesel,28.4 km/litre,Automatic
160,Maruti Suzuki Dzire Zdi,"Rs. 8,16,622",1248 cc,37 litres,Diesel,"28,4 km/litre",Manual
161,Maruti Suzuki Dzire Zxi Plus,"Rs. 8,21,613",1197 cc,37 litres,Petrol,16.3 km/litre,Manual
162,Maruti Suzuki Dzire Zxi At,"Rs. 7,79,113",1197 cc,37 litres,Petrol,16.3 km/litre,Automatic
163,Maruti Suzuki Dzire Zxi Plus Amt,"Rs. 8,68,613",1197 cc,37 litres,Petrol,16.3 km/litre,Automatic
164,Maruti Suzuki Dzire Zdi Plus,"Rs. 9,06,122",1248 cc,37 litres,Diesel,"28,4 km/litre",Manual
165,Maruti Suzuki Dzire Vdi Amt,"Rs. 8,04,622",1248 cc,37 litres,Diesel,28.4 km/litre,Automatic
166,Maruti Suzuki Dzire Zdi Plus Amt,"Rs. 9,52,622",1248 cc,37 litres,Diesel,28.4 km/litre,Automatic
167,Ford Freestyle 1.5L Tdci Ambiente,"Rs. 6,76,400",1498 cc,40 litres,Diesel,,Manual
168,Ford Freestyle 1.5L Tdci Titanium,"Rs. 7,90,900",1498 cc,40 litres,Diesel,,Manual
169,Ford Freestyle 1.5L Tdci Titanium Plus,"Rs. 8,36,400",1498 cc,40 litres,Diesel,,Manual
170,Ford Freestyle 1.2L Ti-Vct Ambiente,"Rs. 5,91,400",1194 cc,42 litres,Petrol,,Manual
171,Ford Freestyle 1.2L Ti-Vct Titanium,"Rs. 7,21,400",1194 cc,42 litres,Petrol,,Manual
172,Ford Freestyle 1.2L Ti-Vct Titanium Plus,"Rs. 7,56,400",1194 cc,42 litres,Petrol,,Manual
173,Ford Freestyle 1.2L Ti-Vct Trend Plus,"Rs. 6,81,400",1194 cc,42 litres,Petrol,,Manual
174,Ford Freestyle 1.5L Tdci Trend Plus,"Rs. 7,45,900",1498 cc,42 litres,Diesel,,Manual
175,Volkswagen Ameo Trendline 1.5L Tdi,"Rs. 7,11,500",1498 cc,45 litres,Diesel,15.3 km/litre,Manual
176,Volkswagen Ameo Comfortline 1.5L Tdi,"Rs. 8,10,500",1498 cc,45 litres,Diesel,15.3 km/litre,Manual
177,Volkswagen Ameo Highline Plus 1.5L Tdi Dsg,"Rs. 9,99,900",1498 cc,45 litres,Diesel,15.3 km/litre,Automatic
178,Volkswagen Ameo Highline Plus 1.5L Tdi,"Rs. 9,25,500",1498 cc,45 litres,Diesel,15.3 km/litre,Manual
179,Volkswagen Ameo Trendline 1.0L,"Rs. 5,94,000",999 cc,45 litres,Petrol,,Manual
180,Volkswagen Ameo Comfortline 1.0L,"Rs. 6,65,000",999 cc,45 litres,Petrol,,Manual
181,Volkswagen Ameo Highline Plus 1.0L,"Rs. 7,99,900",999 cc,45 litres,Petrol,,Manual
182,Volkswagen Ameo Gt Line Tdi Dsg,"Rs. 9,99,900",1498 cc,45 litres,Diesel,15.3 km/litre,Automatic
183,Ford Aspire 1.2 Ti-Vct Ambiente,"Rs. 5,98,500",1194 cc,42 litres,Petrol,,Manual
184,Ford Aspire 1.2 Ti-Vct Trend Plus,"Rs. 6,97,400",1194 cc,42 litres,Petrol,,Manual
185,Ford Aspire 1.2 Ti-Vct Trend,"Rs. 6,63,400",1194 cc,42 litres,Petrol,,Manual
186,Ford Aspire 1.5 Tdci Ambiente,"Rs. 6,99,400",1498 cc,40 litres,Diesel,,Manual
187,Ford Aspire 1.5 Tdci Trend,"Rs. 7,37,400",1498 cc,40 litres,Diesel,,Manual
188,Ford Aspire 1.5 Tdci Trend Plus,"Rs. 7,77,400",1498 cc,40 litres,Diesel,,Manual
189,Ford Aspire 1.5 Tdci Titanium,"Rs. 8,17,400",1498 cc,40 litres,Diesel,,Manual
190,Ford Aspire 1.5 Tdci Titanium Plus,"Rs. 8,62,400",1498 cc,40 litres,Diesel,,Manual
191,Ford Aspire 1.2 Ti-Vct Titanium Plus,"Rs. 7,82,400",1194 cc,42 litres,Petrol,,Manual
192,Ford Aspire 1.2 Ti-Vct Titanium,"Rs. 7,37,400",1194 cc,42 litres,Petrol,,Manual
193,Ford Aspire 1.2 Trend Plus Cng,"Rs. 7,58,314",1194 cc,42 litres,CNG,,Manual
194,Ford Aspire 1.2 Ti-Vct Blu,"Rs. 7,62,400",1194 cc,42 litres,Petrol,,Manual
195,Ford Aspire 1.5 Tdci Blu,"Rs. 8,42,400",1498 cc,40 litres,Diesel,,Manual
196,Toyota Platinum Etios G,"Rs. 6,27,100",1496 cc,45 litres,Petrol,"13,6 km/litre",Manual
197,Toyota Platinum Etios V,"Rs. 7,18,600",1496 cc,45 litres,Petrol,"13,6 km/litre",Manual
198,Toyota Platinum Etios Gd,"Rs. 7,34,700",1364 cc,45 litres,Diesel,20.32 km/litre,Manual
199,Toyota Platinum Etios Vd,"Rs. 8,28,600",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
200,Toyota Platinum Etios Vxd,"Rs. 8,88,400",1364 cc,45 litres,Diesel,20.32 km/litre,Manual
201,Toyota Platinum Etios Vx,"Rs. 7,78,400",1496 cc,45 litres,Petrol,"13,6 km/litre",Manual
202,Toyota Platinum Etios Gx,"Rs. 6,89,600",1496 cc,45 litres,Petrol,13.6 km/litre,Manual
203,Toyota Platinum Etios Gxd,"Rs. 7,99,600",1364 cc,45 litres,Diesel,20.3 km/litre,Manual
204,Toyota Platinum Etios Vxd Limited Edition,"Rs. 9,13,400",1364 cc,45 litres,Diesel,20.32 km/litre,Manual
205,Toyota Platinum Etios Vx Limited Edition,"Rs. 8,03,400",1496 cc,45 litres,Petrol,13.6 km/litre,Manual
206,Toyota Etios Cross V,"Rs. 8,02,000",1496 cc,45 litres,Petrol,15 km/litre,Manual
207,Toyota Etios Cross G,"Rs. 6,50,000",1197 cc,45 litres,Petrol,"16,78 km/litre",Manual
208,Toyota Etios Cross Vd,"Rs. 7,97,500",1364 cc,45 litres,Diesel,18.1 km/litre,Manual
209,Toyota Etios Cross Gd,"Rs. 7,66,000",1364 cc,45 litres,Diesel,18.1 km/litre,Manual
210,Toyota Etios Cross 1.2 X Edition,"Rs. 6,68,500",1197 cc,45 litres,Petrol,16.78 km/litre,Manual
211,Toyota Etios Cross 1.4 X Edition,"Rs. 8,16,000",1364 cc,45 litres,Diesel,18.1 km/litre,Manual
212,Mahindra Verito Vibe D2,"Rs. 6,57,628",1461 cc,50 litres,Diesel,18 km/litre,Manual
213,Mahindra Verito Vibe D4,"Rs. 6,85,729",1461 cc,50 litres,Diesel,18 km/litre,Manual
214,Mahindra Verito Vibe D6,"Rs. 7,50,428",1461 cc,50 litres,Diesel,18 km/litre,Manual
215,Fiat Urban Cross 1.3 Multijet Active,"Rs. 6,77,618",1248 cc,45 litres,Diesel,20 km/litre,Manual
216,Fiat Urban Cross 1.3 Multijet Dynamic,"Rs. 7,39,074",1248 cc,45 litres,Diesel,20 km/litre,Manual
217,Fiat Urban Cross 1.4 T-Jet Emotion,"Rs. 9,77,516",1368 cc,45 litres,Petrol,17 km/litre,Manual
218,Fiat Urban Cross 1.3 Multijet Emotion,"Rs. 8,10,211",1248 cc,45 litres,Diesel,20 km/litre,Manual
219,Toyota Glanza G Hybrid,"Rs. 7,21,900",1197 cc,37 litres,Petrol,,Manual
220,Toyota Glanza V,"Rs. 7,58,200",1197 cc,37 litres,Petrol,,Manual
221,Toyota Glanza G Cvt,"Rs. 8,29,900",1197 cc,37 litres,Petrol,,CVT
222,Toyota Glanza V Cvt,"Rs. 8,90,200",1197 cc,37 litres,Petrol,,CVT
223,Toyota Glanza G Mt,"Rs. 6,97,900",1197 cc,37 litres,Petrol,,Manual
224,Fiat Avventura Multijet Dynamic,"Rs. 7,96,132",1248 cc,45 litres,Diesel,11.2 km/litre,Manual
225,Fiat Avventura Multijet Active,"Rs. 7,11,801",1248 cc,45 litres,Diesel,11.2 km/litre,Manual
226,Fiat Avventura Multijet Emotion,"Rs. 8,76,341",1248 cc,45 litres,Diesel,11.2 km/litre,Manual
227,Honda Jazz V Petrol,"Rs. 7,45,000",1199 cc,40 litres,Petrol,11.3 km/litre,Manual
228,Honda Jazz Vx Cvt,"Rs. 9,09,000",1199 cc,40 litres,Petrol,11.3 km/litre,Automatic
229,Honda Jazz Vx Petrol,"Rs. 7,89,000",1199 cc,40 litres,Petrol,11.3 km/litre,Manual
230,Honda Jazz V Cvt,"Rs. 8,65,000",1199 cc,40 litres,Petrol,11.3 km/litre,Automatic
231,Honda Jazz S Diesel,"Rs. 8,16,500",1498 cc,40 litres,Diesel,12 km/litre,Manual
232,Honda Jazz V Diesel,"Rs. 8,96,500",1498 cc,40 litres,Diesel,12 km/litre,Manual
233,Honda Jazz Vx Diesel,"Rs. 9,40,500",1498 cc,40 litres,Diesel,12 km/litre,Manual
234,Honda Jazz Exclusive Edition Cvt,"Rs. 9,28,000",1199 cc,40 litres,Petrol,,Automatic
235,Jeep Compass Trailhawk 2.0 Trailhawk 4X4 At,"Rs. 26,80,000",1956 cc,60 litres,Diesel,,Automatic
